pair_id,word,split,group,gold,cos_L5,rel_cos_L5,cos_L8,rel_cos_L8,cos_L12,rel_cos_L12,cos_sent,rel_cos_sent,jaccard,rel_jaccard,simlr,rel_simlr,finetuned,rel_finetuned
26119f82,pyre,test,COMPARE,1.0,0.8438513,2.9537237,0.8543797,3.3232827,0.8308228,3.5581357,0.8184588,3.5272057,0.05555555555555555,1.277777777777315,0.4980670643218519,2.494201192965556,0.3689907,2.1069722
88ccd3f3,gala,test,COMPARE,1.0,0.8483001,2.9893804,0.76171976,2.8164911,0.3804617,2.2470655,0.70471066,3.0907521,0.13333333333333333,1.6666666666655556,0.44242899198947727,2.327286975968432,0.051452987,1.154359
74fd8c52,burnham,test,COMPARE,1.0,0.9510017,3.8125324,0.9264898,3.7176795,0.913041,3.7974854,0.80215615,3.4646523,0.08333333333333333,1.4166666666659722,0.7863491498571067,3.35904744957132,0.3634135,2.0902405
dd01f8ca,launchpad,test,COMPARE,0.0,0.8337948,2.8731205,0.70269734,2.4936752,0.6240654,2.9562333,0.55732834,2.5252433,0.037037037037037035,1.1851851851848765,0.16716852365215878,1.5015055709564764,0.018942911,1.0568287
0cf0aaa5,bullpen,test,COMPARE,0.0,0.8710232,3.1715057,0.8688931,3.4026618,0.8734623,3.6822658,0.7549088,3.283363,0.1,1.4999999999991667,0.4447876320865166,2.3343628962595497,0.30077755,1.9023327
af0a856a,ido,test,COMPARE,0.0,0.758263,2.2677345,0.68144214,2.3774228,0.33396602,2.1117096,0.61833084,2.759311,0.03125,1.1562499999997395,0.2763878112113422,1.8291634336340266,0.30551952,1.9165585
0ce86bad,pyre,test,COMPARE,1.0,0.81407255,2.7150471,0.74829614,2.743072,0.47246802,2.51491,0.8235267,3.5466516,0.030303030303030304,1.151515151514899,0.4249437615361258,2.2748312846083776,0.38271964,2.148159
9bf5ff20,vanguard,test,COMPARE,0.0,0.8037216,2.6320844,0.7234055,2.606936,0.50381225,2.6061578,0.81313324,3.5067716,0.041666666666666664,1.2083333333329862,0.2124245593605956,1.6372736780817867,0.013351686,1.040055
602484bf,unlabeled,test,COMPARE,0.0,0.78038824,2.445068,0.6060205,1.9649136,0.18645212,1.6822741,0.71861243,3.1440933,0.07142857142857142,1.357142857142262,0.1079397720443513,1.3238193161330538,0.03711479,1.1113443
c31906cf,gaza,test,COMPARE,1.0,0.7987887,2.5925477,0.6214366,2.0492299,0.39530572,2.290279,0.6030903,2.7008326,0.03333333333333333,1.166666666666389,0.17709484740840237,1.531284542225207,0.13319577,1.3995874
1144ac27,burnham,test,COMPARE,1.0,0.9108381,3.4906218,0.8143554,3.104375,0.6702889,3.090797,0.7462326,3.2500725,0.027777777777777776,1.1388888888886575,0.752758423048494,3.258275269145482,0.03691598,1.1107479
9ffc211a,burnham,test,COMPARE,1.0,0.91544276,3.527528,0.82846165,3.1815274,0.72776806,3.2581275,0.6865492,3.021066,0.038461538461538464,1.1923076923073719,0.6576461175888393,2.972938352766518,0.7480084,3.2440252
8737519f,vanguard,test,COMPARE,0.0,0.90037185,3.406735,0.81333935,3.0988178,0.48497313,2.5513144,0.76095724,3.3065712,0.05263157894736842,1.2631578947364035,0.6940644735557229,3.082193420667169,0.020191105,1.0605733
235fdeab,ido,test,COMPARE,0.0,0.818009,2.746598,0.7646215,2.8323617,0.36942118,2.214925,0.5201033,2.3824098,0.08333333333333333,1.4166666666659722,0.23538970253941857,1.7061691076182557,0.03321635,1.0996491
da4ed499,airdrop,test,COMPARE,1.0,0.83451766,2.8789144,0.7509729,2.7577126,0.5371835,2.7033067,0.8230584,3.5448549,0.037037037037037035,1.1851851851848765,0.5307021777253548,2.5921065331760644,0.028563814,1.0856915
6d1f3e19,moxie,test,COMPARE,0.0,0.86945814,3.1589618,0.7705533,2.864805,0.5991533,2.8837101,0.82398814,3.5484223,0.05555555555555555,1.277777777777315,0.698787051227906,3.096361153683718,0.014778783,1.0443363
3744e984,ido,test,COMPARE,0.0,0.7730113,2.385942,0.74797624,2.7413225,0.48772714,2.5593314,0.7013838,3.0779867,0.09090909090909091,1.454545454544697,0.33424355714551907,2.002730671436557,0.015975194,1.0479256
3f93fb50,moxie,test,COMPARE,0.0,0.80356085,2.6307962,0.67962,2.367457,0.39392227,2.2862513,0.69947815,3.0706747,0.030303030303030304,1.151515151514899,0.4237811147378733,2.2713433442136197,0.26876095,1.8062829
4031b833,moxie,test,COMPARE,0.0,0.82928276,2.8369567,0.7201759,2.589272,0.24791567,1.8612039,0.7513118,3.2695613,0.05263157894736842,1.2631578947364035,0.6821416404154048,3.0464249212462144,0.014831565,1.0444947
35cc87bd,burnham,test,COMPARE,0.0,0.8573506,3.0619202,0.7732407,2.8795033,0.56667733,2.7891676,0.78381413,3.3942738,0.14285714285714285,1.7142857142845238,0.40541306738807387,2.2162392021642217,0.023687603,1.0710628
3841a635,milker,test,COMPARE,0.0,0.8131279,2.7074757,0.7751224,2.889795,0.6484624,3.0272567,0.71977556,3.1485562,0.037037037037037035,1.1851851851848765,0.42139328528198916,2.2641798558459674,0.9321322,3.7963965
4216b398,milker,test,COMPARE,0.0,0.86736166,3.1421587,0.76274717,2.8221102,0.6458687,3.019706,0.8287374,3.5666447,0.04,1.1999999999996667,0.513271893480225,2.539815680440675,0.045629803,1.1368895
68549ae4,milker,test,COMPARE,1.0,0.82538086,2.8056831,0.78880167,2.964612,0.77815783,3.4048197,0.71141887,3.1164913,0.08333333333333333,1.4166666666659722,0.381302340124047,2.143907020372141,0.92267084,3.7680125
77846552,monet,test,COMPARE,0.0,0.89087987,3.3306568,0.7388386,2.6913455,0.50803995,2.6184654,0.78805107,3.410531,0.1,1.4999999999991667,0.5675473143980565,2.7026419431941697,0.039886054,1.1196581
db8b8fb7,airdrop,test,COMPARE,0.0,0.8376914,2.9043522,0.75496423,2.7795424,0.5108006,2.626502,0.661119,2.9234896,0.08333333333333333,1.4166666666659722,0.3421500928657181,2.0264502785971543,0.009930136,1.0297904
58526deb,vanguard,test,COMPARE,0.0,0.79130477,2.5325637,0.7332224,2.6606283,0.44182125,2.4256926,0.68017256,2.9965987,0.07142857142857142,1.357142857142262,0.24733914000077745,1.7420174200023324,0.8639385,3.5918155
4acd1424,gala,test,COMPARE,0.0,0.841071,2.9314394,0.7722378,2.874018,0.62311685,2.9534717,0.7365173,3.2127945,0.03225806451612903,1.1612903225803763,0.45598270986065664,2.36794812958197,0.7618795,3.2856386
e13169bd,gaza,test,COMPARE,0.0,0.8299206,2.8420691,0.76986456,2.8610377,0.69379234,3.159219,0.68957627,3.032681,0.05263157894736842,1.2631578947364035,0.3581850268569255,2.0745550805707764,0.5638257,2.6914773
ad688ff3,launchpad,test,COMPARE,0.0,0.805757,2.648398,0.7833245,2.9346552,0.768986,3.378119,0.7035747,3.0863934,0.047619047619047616,1.2380952380948413,0.284376936904645,1.853130810713935,0.034795597,1.1043868
d4cdf1b7,monet,test,COMPARE,1.0,0.8744077,3.1986327,0.79720366,3.0105658,0.48366982,2.5475202,0.70689934,3.0991502,0.09090909090909091,1.454545454544697,0.5738098136455863,2.7214294409367588,0.047857597,1.1435728
b528d3ba,monet,test,COMPARE,0.0,0.8475039,2.9829988,0.7833224,2.9346437,0.41790247,2.3560615,0.74407697,3.2418013,0.0,1.0,0.6192827446127657,2.857848233838297,0.026983656,1.080951
d6fe36af,monet,test,COMPARE,0.0,0.75011295,2.202412,0.6509093,2.2104273,0.34006792,2.1294732,0.44540298,2.0957832,0.0,1.0,0.16451551043281204,1.4935465312984362,0.102477424,1.3074323
e94192d2,ido,test,COMPARE,0.0,0.82687724,2.8176765,0.74360245,2.7174008,0.34688222,2.1493106,0.66937184,2.9551563,0.029411764705882353,1.1470588235291665,0.4188568127258079,2.2565704381774236,0.016579714,1.0497391
4b60bc0d,bullpen,test,COMPARE,1.0,0.82892525,2.8340914,0.7317759,2.6527166,0.66025436,3.061585,0.46592075,2.1745105,0.0625,1.312499999999479,0.20310825763659177,1.6093247729097753,0.8219441,3.4658322
6c2c2082,gala,test,COMPARE,0.0,0.87711906,3.220364,0.833413,3.2086082,0.59658515,2.876234,0.8052676,3.4765906,0.05263157894736842,1.2631578947364035,0.623088769260495,2.869266307781485,0.8818899,3.6456697
758ca85a,pyre,test,COMPARE,1.0,0.85010093,3.0038142,0.86873007,3.4017704,0.8595966,3.6419005,0.90898514,3.8745573,0.041666666666666664,1.2083333333329862,0.7471078236952932,3.2413234710858796,0.9517414,3.8552241
a0a0bffb,bullpen,test,COMPARE,0.0,0.8853767,3.2865489,0.9019616,3.5835261,0.8656915,3.6596437,0.68423396,3.0121827,0.045454545454545456,1.2272727272723485,0.606234587615109,2.8187037628453266,0.93573374,3.8072011
4e6f9637,bullpen,test,COMPARE,1.0,0.80904317,2.6747367,0.7152165,2.5621474,0.5998666,2.885787,0.75376177,3.278962,0.10526315789473684,1.526315789472807,0.3172878364920959,1.9518635094762877,0.083698384,1.2510952
ef91b648,crt,test,COMPARE,0.0,0.9362589,3.694369,0.88091296,3.468403,0.7823817,3.4171162,0.8341267,3.587324,0.06451612903225806,1.3225806451607527,0.7634298662974592,3.290289598892378,0.04866074,1.1459823
6b84810a,gaza,test,COMPARE,0.0,0.71225905,1.8990135,0.52377576,1.5150863,0.11178179,1.4648974,0.6813592,3.0011518,0.03333333333333333,1.166666666666389,0.15700026626444952,1.4710007987933484,0.49962842,2.4988852
fa7df5f2,launchpad,test,COMPARE,0.0,0.87589955,3.21059,0.85164094,3.3083036,0.81428826,3.510001,0.7598047,3.3021488,0.1,1.4999999999991667,0.3849281836464752,2.1547845509394254,0.08479694,1.2543908
d710c027,unlabeled,test,COMPARE,0.0,0.8434676,2.950648,0.84406674,3.2668774,0.8744872,3.6852493,0.7912275,3.422719,0.02564102564102564,1.1282051282049146,0.5061290932590004,2.5183872797770013,0.14238721,1.4271617
d9105ea8,unlabeled,test,COMPARE,0.0,0.7668506,2.3365638,0.58619165,1.8564621,0.108190775,1.4544433,0.8011222,3.4606848,0.07142857142857142,1.357142857142262,0.09790441448611618,1.2937132434583485,0.03165526,1.0949658
0e28a8d2,crt,test,COMPARE,0.0,0.7939471,2.553742,0.70437133,2.502831,0.41254663,2.3404698,0.6841945,3.012031,0.02564102564102564,1.1282051282049146,0.40253395527407926,2.207601865822238,0.45628706,2.3688612
f8de59ff,monet,test,COMPARE,0.0,0.7659536,2.3293746,0.67493635,2.34184,0.50553757,2.6111805,0.7716809,3.3477182,0.05263157894736842,1.2631578947364035,0.40415633861252626,2.212469015837579,0.017903473,1.0537105
60753318,gala,test,COMPARE,1.0,0.7822825,2.4602501,0.6743176,2.338456,0.2639115,1.9077702,0.61124825,2.7321348,0.06666666666666667,1.333333333332778,0.15967864500429235,1.479035935012877,0.031781793,1.0953454
2bcd0fc5,ido,test,COMPARE,0.0,0.81710374,2.7393422,0.71075463,2.5377436,0.40847662,2.3286214,0.67264104,2.9677002,0.08333333333333333,1.4166666666659722,0.36665742415852187,2.099972272475566,0.01599961,1.0479988
af64752e,crt,test,COMPARE,0.0,0.831243,2.8526678,0.72304857,2.6049838,0.50627166,2.6133175,0.76252556,3.3125887,0.034482758620689655,1.1724137931031609,0.4853899989623806,2.4561699968871418,0.27116784,1.8135035
9bff5dcb,delta,test,COMPARE,0.0,0.7749266,2.401293,0.58877206,1.8705754,0.2543583,1.8799593,0.7792887,3.3769097,0.05555555555555555,1.277777777777315,0.4160368485241707,2.248110545572512,0.024711775,1.0741353
ef1b27fa,launchpad,test,COMPARE,0.0,0.8263384,2.8133578,0.76879084,2.8551655,0.721795,3.240739,0.7481396,3.2573895,0.045454545454545456,1.2272727272723485,0.2965905313491334,1.8897715940474002,0.012978696,1.0389361
eae7ba7e,ido,test,COMPARE,0.0,0.7332903,2.0675788,0.7074392,2.5196102,0.48686725,2.5568285,0.6149121,2.7461932,0.0625,1.312499999999479,0.17687103834239312,1.5306131150271793,0.014050501,1.0421515
d9b50b12,delta,test,COMPARE,0.0,0.72533834,2.0038438,0.7075774,2.5203662,0.5892302,2.8548226,0.8524872,3.6577735,0.030303030303030304,1.151515151514899,0.3017437638441078,1.9052312915323233,0.8111482,3.4334447
79c66515,pyre,test,COMPARE,1.0,0.8603453,3.0859227,0.7601533,2.8079233,0.60360205,2.8966613,0.86619943,3.7103877,0.0425531914893617,1.2127659574464538,0.4620947753193276,2.3862843259579827,0.9819717,3.945915
d60fc093,monet,test,COMPARE,0.0,0.9034636,3.4315152,0.76889133,2.8557148,0.4164092,2.3517141,0.6987393,3.0678396,0.034482758620689655,1.1724137931031609,0.7626866719915018,3.288060015974505,0.06279276,1.1883783
d7054149,milker,test,COMPARE,0.0,0.8692587,3.1573634,0.8574326,3.3399801,0.81545436,3.5133958,0.48337656,2.2414887,0.2,1.9999999999983333,0.20630066085816545,1.6189019825744964,0.032372475,1.0971174
b0cc7689,pyre,test,COMPARE,1.0,0.8233638,2.7895164,0.7791931,2.9120593,0.59281206,2.86525,0.80441475,3.4733183,0.02040816326530612,1.1020408163263606,0.37379894008285786,2.121396820248574,0.94734293,3.8420289
0d88fe0a,unlabeled,test,COMPARE,0.0,0.7863991,2.4932451,0.6210105,2.0468993,0.3758359,2.2335992,0.7388918,3.2219057,0.05555555555555555,1.277777777777315,0.348639030755117,2.045917092265351,0.016824268,1.0504729
b142b1f4,bullpen,test,COMPARE,1.0,0.8418664,2.9378142,0.8285272,3.1818857,0.8629298,3.6516042,0.7282324,3.1810052,0.038461538461538464,1.1923076923073719,0.5282456892880538,2.5847370678641615,0.66304016,2.9891205
aacc283a,unlabeled,test,COMPARE,0.0,0.8522458,3.0210054,0.77527976,2.8906558,0.7540401,3.3346095,0.5706389,2.5763159,0.034482758620689655,1.1724137931031609,0.25448563258713225,1.7634568977613967,0.01484126,1.0445238
6a6c7b79,gaza,test,COMPARE,0.0,0.8305249,2.8469129,0.7593056,2.803287,0.48757452,2.5588875,0.7550672,3.283971,0.06666666666666667,1.333333333332778,0.5537759580629061,2.6613278741887183,0.11346277,1.3403883
19b11337,pyre,test,COMPARE,0.0,0.7232399,1.9870248,0.6362041,2.1299992,0.5213605,2.6572437,0.88689655,3.789803,0.03125,1.1562499999997395,0.1985366786537581,1.5956100359612742,0.45620996,2.36863
ce59d5f5,milker,test,COMPARE,0.0,0.8443497,2.9577181,0.8087177,3.0735402,0.747123,3.3144727,0.7886021,3.412645,0.038461538461538464,1.1923076923073719,0.3830665757504626,2.149199727251388,0.12771419,1.3831426
6824a095,moxie,test,COMPARE,1.0,0.8626485,3.1043828,0.76754874,2.8483717,0.6828744,3.1274352,0.7319114,3.1951218,0.07142857142857142,1.357142857142262,0.3378693398340281,2.0136080195020845,0.838442,3.515326
675b0860,bullpen,test,COMPARE,1.0,0.8233539,2.789437,0.7330184,2.6595125,0.4727487,2.5157273,0.8740278,3.7404253,0.023255813953488372,1.116279069767248,0.6679089285250972,3.0037267855752914,0.80983895,3.4295168
fc8399be,burnham,test,COMPARE,1.0,0.91540766,3.5272467,0.80644083,3.0610871,0.5431961,2.7208104,0.7686199,3.3359728,0.03571428571428571,1.1785714285711308,0.8205234039358265,3.461570211807479,0.024593785,1.0737814
1029290d,launchpad,test,COMPARE,0.0,0.82813454,2.8277538,0.7106042,2.5369208,0.6070717,2.9067621,0.6514226,2.8862848,0.05263157894736842,1.2631578947364035,0.16946338627135582,1.5083901588140676,0.015324734,1.0459743
a63bb5ee,bullpen,test,COMPARE,1.0,0.8563403,3.0538225,0.76195216,2.817762,0.5112366,2.6277714,0.7365777,3.2130265,0.03571428571428571,1.1785714285711308,0.3953109098101815,2.1859327294305446,0.93576694,3.8073008
7fa842af,bullpen,test,COMPARE,1.0,0.85675037,3.0571094,0.7899589,2.9709413,0.70878327,3.2028599,0.8775688,3.754012,0.023809523809523808,1.1190476190474206,0.6350176888403627,2.905053066521088,0.966819,3.900457
4e635e54,pyre,test,COMPARE,0.0,0.807279,2.6605968,0.77356434,2.8812733,0.6430656,3.0115457,0.7470348,3.2531505,0.04,1.1999999999996667,0.20285809693020293,1.6085742907906089,0.15324888,1.4597466
e84c9194,burnham,test,COMPARE,1.0,0.91423315,3.5178328,0.7915813,2.9798145,0.4810422,2.5398707,0.6948674,3.052983,0.09090909090909091,1.454545454544697,0.7373977142321027,3.212193142696308,0.57568944,2.7270684
1b9e9e2c,launchpad,test,COMPARE,1.0,0.81717527,2.7399156,0.8057898,3.0575266,0.75035703,3.3238876,0.7055731,3.094061,0.03225806451612903,1.1612903225803763,0.44915335135300855,2.3474600540590256,0.1498228,1.4494684
90605440,airdrop,test,COMPARE,1.0,0.85768926,3.0646346,0.7895143,2.9685097,0.6892752,3.1460688,0.77782404,3.3712893,0.030303030303030304,1.151515151514899,0.5446201446962299,2.6338604340886898,0.026170574,1.0785117
41ddb784,launchpad,test,COMPARE,0.0,0.8533181,3.0295997,0.76609623,2.8404276,0.73476326,3.2784917,0.5740666,2.589468,0.04,1.1999999999996667,0.230269942529732,1.690809827589196,0.034367148,1.1031015
9fa55794,launchpad,test,COMPARE,1.0,0.83182806,2.8573573,0.80348957,3.0449457,0.72346056,3.2455878,0.85659486,3.6735349,0.03333333333333333,1.166666666666389,0.6258017479678819,2.8774052439036457,0.015426145,1.0462785
5b96079c,milker,test,COMPARE,0.0,0.87703127,3.2196605,0.79185444,2.981309,0.7022537,3.1838512,0.829382,3.5691185,0.034482758620689655,1.1724137931031609,0.4766210669234247,2.4298632007702743,0.43861246,2.3158374
bbe9bbce,milker,test,COMPARE,0.0,0.8519405,3.0185585,0.78178036,2.92621,0.6829716,3.127718,0.78087807,3.3830078,0.02564102564102564,1.1282051282049146,0.39385658652789246,2.1815697595836774,0.20637342,1.6191202
428750a3,gala,test,COMPARE,1.0,0.8245946,2.7993813,0.695013,2.4516468,0.34709373,2.1499262,0.762534,3.3126214,0.047619047619047616,1.2380952380948413,0.4791525156886554,2.437457547065966,0.33120096,1.9936029
01fad832,gala,test,COMPARE,1.0,0.90213025,3.4208283,0.8254739,3.1651862,0.6893642,3.146328,0.79960173,3.4548512,0.02631578947368421,1.1315789473682019,0.6703711625280133,3.0111134875840397,0.8437698,3.5313094
4a5c5597,crt,test,COMPARE,1.0,0.916831,3.5386548,0.8401445,3.2454252,0.6583166,3.0559437,0.80628,3.4804757,0.1,1.4999999999991667,0.6127965607872826,2.8383896823618477,0.051403698,1.154211
5a1a5f77,monet,test,COMPARE,0.0,0.71817034,1.9463924,0.68464005,2.3949132,0.12211927,1.4949913,0.7912084,3.4226453,0.07142857142857142,1.357142857142262,0.48125623007790624,2.4437686902337186,0.14463942,1.4339182
23b8d127,unlabeled,test,COMPARE,0.0,0.7800879,2.4426606,0.6795312,2.366971,0.321929,2.0766678,0.7005389,3.0747447,0.037037037037037035,1.1851851851848765,0.17176387044030655,1.5152916113209196,0.016297407,1.0488923
52030685,pyre,test,COMPARE,0.0,0.90932006,3.4784546,0.88677955,3.5004897,0.7904128,3.440496,0.90700865,3.8669734,0.037037037037037035,1.1851851851848765,0.7523789688551495,3.2571369065654485,0.8660148,3.5980444
c9975bef,vanguard,test,COMPARE,0.0,0.85757184,3.0636935,0.775753,2.893244,0.5928186,2.8652692,0.90091014,3.843573,0.02127659574468085,1.1063829787232269,0.6465268683376562,2.9395806050129685,0.05497963,1.1649389
3cbf1394,unlabeled,test,COMPARE,1.0,0.817588,2.7432232,0.71883833,2.5819564,0.65984845,3.0604033,0.7479971,3.256843,0.041666666666666664,1.2083333333329862,0.18568493714014966,1.557054811420449,0.9274626,3.7823877
458caaf4,bullpen,test,COMPARE,1.0,0.8599167,3.0824873,0.77771616,2.9039812,0.5578388,2.7634375,0.77812636,3.3724494,0.05555555555555555,1.277777777777315,0.587813526196343,2.763440578589029,0.6528316,2.958495
785e5af3,delta,test,COMPARE,0.0,0.77278703,2.3841443,0.6444516,2.1751077,0.40248063,2.311166,0.5268737,2.4083881,0.034482758620689655,1.1724137931031609,0.19282300381983927,1.578469011459518,0.018705022,1.056115
f6a6ef12,ido,test,COMPARE,0.0,0.8452871,2.9652314,0.75560254,2.7830336,0.47196442,2.513444,0.5886973,2.6456065,0.08333333333333333,1.4166666666659722,0.26904267746124777,1.8071280323837433,0.018116927,1.0543507
717ee92d,unlabeled,test,COMPARE,0.0,0.7588719,2.272615,0.51146793,1.4477702,0.13826689,1.5419995,0.8540538,3.6637847,0.022727272727272728,1.1136363636361741,0.0943557615043478,1.2830672845130433,0.10822613,1.3246784
e6bd6f4b,burnham,test,COMPARE,1.0,0.8795388,3.239758,0.80272365,3.0407567,0.6108249,2.9176881,0.757224,3.2922468,0.14285714285714285,1.7142857142845238,0.46551388379198777,2.3965416513759634,0.021862935,1.0655888
de339bc2,crt,test,COMPARE,0.0,0.8125069,2.7024987,0.6881219,2.4139569,0.3578749,2.1813118,0.78741723,3.408099,0.058823529411764705,1.2941176470583333,0.35169853446523414,2.0550956033957024,0.023041315,1.069124
ee69b88e,gala,test,COMPARE,1.0,0.8486587,2.9922545,0.7667032,2.8437471,0.6194619,2.9428315,0.6651875,2.9391007,0.058823529411764705,1.2941176470583333,0.45925903193869955,2.3777770958160986,0.9145668,3.7437005
2da49593,vanguard,test,COMPARE,0.0,0.80413854,2.6354263,0.6403251,2.1525383,0.3799978,2.2457151,0.60198784,2.6966026,0.07142857142857142,1.357142857142262,0.17393902299634675,1.5218170689890402,0.024737392,1.0742122
76c8c553,monet,test,COMPARE,0.0,0.7925847,2.5428226,0.66866934,2.3075635,0.5067544,2.614723,0.7367876,3.213832,0.08695652173913043,1.4347826086949276,0.18094162772510927,1.542824883175328,0.029816909,1.0894507
4772f5f2,burnham,test,COMPARE,1.0,0.9354645,3.6880019,0.8668407,3.3914368,0.635732,2.9901965,0.69346166,3.0475893,0.25,2.2499999999979168,0.6481037261011241,2.9443111783033724,0.026601907,1.0798057
356f35af,delta,test,COMPARE,0.0,0.8595594,3.0796237,0.8093351,3.0769172,0.5988877,2.882937,0.53696024,2.4470901,0.03333333333333333,1.166666666666389,0.6626071587925288,2.9878214763775865,0.20000567,1.6000171
fe019532,unlabeled,test,COMPARE,0.0,0.79310423,2.5469863,0.6740508,2.3369966,0.5056095,2.61139,0.7433116,3.2388644,0.07142857142857142,1.357142857142262,0.12226669114302337,1.3668000734290702,0.020572236,1.0617167
da1ff464,airdrop,test,COMPARE,0.0,0.8328602,2.8656297,0.717408,2.5741334,0.45923775,2.4763947,0.68659467,3.0212407,0.18181818181818182,1.909090909089394,0.18235588449205617,1.5470676534761685,0.019876342,1.0596291
ce874231,delta,test,COMPARE,0.0,0.7286544,2.030422,0.7029867,2.495258,0.5938141,2.868167,0.81473637,3.5129228,0.023809523809523808,1.1190476190474206,0.3466730933120226,2.040019279936068,0.15547769,1.466433
91d472b8,gaza,test,COMPARE,0.0,0.8509544,3.010655,0.75781643,2.7951422,0.5924796,2.8642821,0.41701812,1.98687,0.038461538461538464,1.1923076923073719,0.17021369306972736,1.510641079209182,0.45737046,2.3721113
cb633fa0,crt,test,COMPARE,1.0,0.9180273,3.5482428,0.8864835,3.4988704,0.91019857,3.7892106,0.83711255,3.5987806,0.14285714285714285,1.7142857142845238,0.521547791925217,2.5646433757756513,0.11332615,1.3399785
8ec8ca65,unlabeled,test,COMPARE,0.0,0.91861254,3.5529337,0.91020876,3.6286328,0.93572664,3.8635268,0.7320405,3.1956172,0.043478260869565216,1.2173913043474638,0.6914437620137576,3.074331286041273,0.43989316,2.3196795
42a3f8db,delta,test,COMPARE,0.0,0.74658316,2.174121,0.6459272,2.183178,0.3905778,2.276515,0.77647626,3.366118,0.06896551724137931,1.3448275862063217,0.19476555079445762,1.5842966523833728,0.80775636,3.423269
f1fd9e7f,pyre,test,COMPARE,1.0,0.8545804,3.0397172,0.841904,3.2550485,0.61253154,2.9226565,0.77170956,3.347828,0.08333333333333333,1.4166666666659722,0.48426048144624656,2.45278144433874,0.33355042,2.0006514
ce5ec79f,vanguard,test,COMPARE,0.0,0.80370843,2.631979,0.66959417,2.3126216,0.4178735,2.355977,0.6722883,2.9663465,0.07142857142857142,1.357142857142262,0.26700702030787493,1.8010210609236248,0.023952402,1.0718572
9a323f14,moxie,test,COMPARE,0.0,0.8150394,2.7227964,0.6398455,2.149915,0.40725923,2.3250773,0.7469545,3.2528427,0.09090909090909091,1.454545454544697,0.3915201000661683,2.1745603001985048,0.02576914,1.0773075
3fd8a666,vanguard,test,COMPARE,0.0,0.84517795,2.9643564,0.72395563,2.6099448,0.3838122,2.2568192,0.8982198,3.8332505,0.06666666666666667,1.333333333332778,0.5899146405099989,2.7697439215299964,0.91024274,3.7307281
14368fca,gaza,test,COMPARE,0.0,0.83195186,2.8583496,0.7479936,2.7414174,0.59119356,2.8605382,0.756543,3.2896338,0.0625,1.312499999999479,0.4174249478091277,2.252274843427383,0.059904188,1.1797125
903e0e3e,launchpad,test,COMPARE,0.0,0.8675685,3.1438165,0.85632896,3.333944,0.7319839,3.2704005,0.7560386,3.2876985,0.043478260869565216,1.2173913043474638,0.5552943321493167,2.66588299644795,0.015485901,1.0464576
b42c4da6,vanguard,test,COMPARE,0.0,0.77514154,2.4030156,0.64123166,2.1574965,0.38512444,2.2606397,0.77424127,3.3575425,0.034482758620689655,1.1724137931031609,0.2280534205845469,1.6841602617536406,0.0358165,1.1074495
1985329a,gaza,test,COMPARE,0.0,0.8124785,2.7022707,0.6939873,2.4460368,0.36172247,2.192513,0.7944619,3.4351294,0.03333333333333333,1.166666666666389,0.4248727266064261,2.2746181798192784,0.11260415,1.3378124
cbde1df5,ido,test,COMPARE,0.0,0.8323059,2.8611875,0.7744149,2.8859253,0.5208031,2.6556208,0.7213912,3.1547556,0.05,1.2499999999995834,0.24626992673803735,1.738809780214112,0.027657438,1.0829723
82d40661,ido,test,COMPARE,0.0,0.7914723,2.5339067,0.77995163,2.9162078,0.45567006,2.4660087,0.7698612,3.340736,0.09090909090909091,1.454545454544697,0.3216120995421718,1.9648362986265153,0.22484258,1.6745278
2af54197,ido,test,COMPARE,0.0,0.7292043,2.0348294,0.6553388,2.234654,0.30972934,2.041153,0.5614332,2.5409935,0.03225806451612903,1.1612903225803763,0.1105839830930648,1.3317519492791945,0.05286367,1.158591
4049529b,pyre,test,COMPARE,1.0,0.7850731,2.482617,0.7392713,2.6937118,0.5322039,2.6888103,0.77707654,3.3684216,0.02564102564102564,1.1282051282049146,0.4099478743834289,2.2298436231502867,0.14483334,1.4345
62e88fb9,gaza,test,COMPARE,0.0,0.7998442,2.6010072,0.6256036,2.072021,0.21530142,1.7662587,0.74569356,3.248004,0.05,1.2499999999995834,0.2923959878283246,1.8771879634849737,0.09718621,1.2915586
962237d0,vanguard,test,COMPARE,0.0,0.8777847,3.2256994,0.7931201,2.9882312,0.37585437,2.233653,0.7658919,3.3255057,0.0625,1.312499999999479,0.6304592878252968,2.89137786347589,0.040435575,1.1213068
e7c097d9,burnham,test,COMPARE,1.0,0.808112,2.6672735,0.6968005,2.4614232,0.37174204,2.2216814,0.6997117,3.0715706,0.04,1.1999999999996667,0.5600972932354511,2.6802918797063535,0.02382276,1.0714682
61c465bb,crt,test,COMPARE,1.0,0.88299346,3.2674472,0.87137014,3.41621,0.8057045,3.4850123,0.73958564,3.224568,0.0625,1.312499999999479,0.5279751909159086,2.583925572747726,0.12239435,1.3671831
4e330571,ido,test,COMPARE,0.0,0.86911833,3.1562383,0.763874,2.8282733,0.62530684,2.9598472,0.61015767,2.72795,0.04,1.1999999999996667,0.19178736277309594,1.5753620883192878,0.025313823,1.0759414
e571cabe,monet,test,COMPARE,0.0,0.79289705,2.545326,0.73592573,2.6754138,0.40409628,2.3158693,0.7280588,3.1803393,0.041666666666666664,1.2083333333329862,0.32424036146138174,1.9727210843841452,0.023344895,1.0700347
